ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,DATA_ORIGIN
367026,40-64,female,minority,10-19y,high school,working class,0.5326613280250595,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0,real_source
547974,65+,male,majority,20-29y,high school,upper class,0.5979905963582334,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,1,7,1.0,real_source
989064,26-39,male,majority,0-9y,none,poverty,0.3308186664986927,0.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,real_source
422816,40-64,male,majority,20-29y,high school,working class,,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,5,0,7,0.0,real_source
307408,26-39,female,minority,10-19y,none,working class,,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,2,0,0,0.0,real_source
675898,16-25,male,majority,0-9y,high school,middle class,0.5083042183803546,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,0.0,real_source
616663,40-64,male,majority,0-9y,university,upper class,0.4671555457007022,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0,real_source
492837,40-64,female,majority,10-19y,university,upper class,0.6610607322734078,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,real_source
422563,40-64,male,majority,20-29y,university,upper class,0.6651879748430346,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,1,0.0,real_source
185231,16-25,female,majority,0-9y,high school,middle class,0.560770206632082,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0,real_source
949152,26-39,female,majority,10-19y,university,upper class,0.7454327103696547,0.0,after 2015,0.0,0.0,32765,9000.0,sedan,0,0,0,0.0,real_source
859453,26-39,male,majority,10-19y,university,middle class,0.53257435224505,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,2,0.0,real_source
466578,26-39,female,majority,10-19y,high school,middle class,0.5267473391434415,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0,real_source
828462,40-64,male,majority,20-29y,high school,working class,0.3871071449018297,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,6,0.0,real_source
511837,65+,male,majority,10-19y,high school,middle class,0.5499938678343249,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,3,1,1,0.0,real_source
554995,16-25,male,majority,0-9y,university,upper class,0.5853420947575604,1.0,before 2015,1.0,1.0,10238,12000.0,sports car,0,0,0,1.0,real_source
978021,40-64,male,majority,20-29y,university,upper class,0.6026557000791793,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,4,0,6,0.0,real_source
6676,40-64,female,majority,20-29y,high school,upper class,0.5586591735288894,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,3,0,2,0.0,real_source
362280,40-64,male,majority,10-19y,high school,working class,0.6284070137170304,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,real_source
198273,65+,male,majority,20-29y,university,upper class,0.6904423335733175,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,8,0,2,0.0,real_source
197763,40-64,male,majority,20-29y,university,upper class,0.4796771646619314,0.0,after 2015,1.0,0.0,10238,14000.0,sedan,1,0,2,0.0,real_source
55670,26-39,male,majority,10-19y,university,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,3,1,0,0.0,real_source
545941,40-64,female,majority,20-29y,none,working class,0.4405592041968235,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,2,0.0,real_source
814196,16-25,female,majority,0-9y,none,middle class,0.634052597196068,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,real_source
560160,16-25,female,majority,0-9y,high school,poverty,0.4574695879943666,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0.0,real_source
320444,26-39,male,majority,0-9y,none,poverty,0.3086490182004943,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0,real_source
362190,16-25,male,majority,0-9y,high school,poverty,0.3056465190413162,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,real_source
62647,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,2,0,1,0.0,real_source
296948,40-64,male,majority,10-19y,university,upper class,0.6704645467899408,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,real_source
673660,65+,female,majority,30y+,high school,upper class,0.6830407984824192,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,4,1,3,0.0,real_source
945867,16-25,male,majority,0-9y,university,middle class,0.828628569053192,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,real_source
429503,16-25,male,majority,0-9y,high school,poverty,0.28372421050714,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0,real_source
810013,16-25,male,majority,0-9y,university,working class,0.4576486815858435,1.0,after 2015,0.0,0.0,10238,14000.0,sports car,0,0,0,1.0,real_source
663458,16-25,female,majority,0-9y,high school,poverty,0.3049876423937953,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,real_source
879976,16-25,male,majority,0-9y,high school,working class,0.5517442884135392,0.0,before 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,1.0,real_source
418841,16-25,male,minority,0-9y,none,poverty,0.3186855562451054,1.0,before 2015,1.0,0.0,32765,9000.0,sedan,0,0,0,1.0,real_source
542236,26-39,male,minority,10-19y,none,working class,0.436944194154781,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,3,0,0,0.0,real_source
670850,16-25,male,majority,0-9y,university,working class,0.4055600158887265,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,real_source
151252,16-25,male,majority,0-9y,university,middle class,0.6235462115803201,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,0.0,real_source
706349,65+,male,majority,10-19y,university,upper class,0.7270329897821235,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,1,2,0.0,real_source
242772,26-39,female,majority,10-19y,none,middle class,0.5036589704487734,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,1,2,0,0.0,real_source
938115,16-25,female,majority,0-9y,none,poverty,0.2444900931240796,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,real_source
727943,16-25,male,majority,0-9y,university,middle class,0.5757707974509628,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,1.0,real_source
766309,16-25,male,majority,0-9y,high school,poverty,,0.0,before 2015,0.0,0.0,10238,10000.0,sports car,0,0,0,1.0,real_source
261229,16-25,male,majority,0-9y,university,working class,0.468671965728324,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,1.0,real_source
45002,65+,male,majority,30y+,high school,upper class,0.6722562535141292,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,4,1,2,0.0,real_source
549142,16-25,male,majority,0-9y,university,middle class,0.5512978330713669,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,real_source
95138,40-64,male,majority,20-29y,high school,middle class,0.5985570254244251,0.0,after 2015,1.0,0.0,10238,14000.0,sedan,4,1,4,0.0,real_source
615991,40-64,female,majority,20-29y,high school,upper class,0.5824219946087406,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,0.0,real_source
424820,26-39,female,minority,10-19y,high school,middle class,0.540182723180248,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,1,0.0,real_source
807847,65+,male,majority,20-29y,university,upper class,0.6330139475122963,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,3,1,4,0.0,real_source
987114,26-39,female,majority,0-9y,university,middle class,0.3266816101781183,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,real_source
873457,40-64,male,minority,20-29y,high school,middle class,0.5880825424047316,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,7,1,1,0.0,real_source
699703,65+,female,majority,0-9y,university,upper class,0.7022748020975709,0.0,before 2015,1.0,1.0,92101,10000.0,sedan,0,0,0,1.0,real_source
563342,65+,female,majority,0-9y,university,upper class,0.7266055391975765,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0,real_source
427520,26-39,male,majority,10-19y,university,middle class,0.4641607076311848,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,1,0,0.0,real_source
288712,65+,male,majority,30y+,university,upper class,0.6663760181644964,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,3,0,7,0.0,real_source
228114,26-39,male,majority,0-9y,high school,working class,0.4031472802313768,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0,real_source
63715,65+,male,majority,20-29y,university,upper class,0.4169350441301069,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,5,1,5,0.0,real_source
624077,65+,female,majority,30y+,none,upper class,0.5948797136778915,1.0,before 2015,1.0,1.0,32765,8000.0,sports car,10,0,1,0.0,real_source
726352,26-39,male,minority,10-19y,none,poverty,0.3804265034620669,0.0,before 2015,1.0,1.0,10238,16000.0,sedan,1,0,1,0.0,real_source
150072,16-25,female,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,21217,14000.0,sedan,0,0,0,1.0,real_source
792396,65+,female,majority,30y+,university,upper class,0.680617632406099,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,2,2,0.0,real_source
768933,40-64,male,minority,0-9y,high school,working class,0.3559504699938693,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0,real_source
849811,65+,female,minority,30y+,high school,upper class,0.587831426389767,1.0,after 2015,1.0,0.0,32765,,sports car,3,0,1,0.0,real_source
579336,65+,female,majority,10-19y,university,upper class,0.5733880426029547,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,2,0.0,real_source
648922,16-25,male,majority,0-9y,university,middle class,0.2964062828237805,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,real_source
47909,65+,male,majority,10-19y,university,upper class,0.4295096986208441,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,4,0.0,real_source
619577,65+,female,majority,30y+,university,upper class,0.6885687186194461,1.0,after 2015,0.0,1.0,92101,11000.0,sedan,2,0,0,0.0,real_source
212678,65+,female,majority,20-29y,university,upper class,0.700017431968704,1.0,after 2015,0.0,1.0,32765,13000.0,sedan,1,0,1,0.0,real_source
579720,26-39,male,majority,10-19y,university,working class,0.4495886310379405,0.0,before 2015,0.0,1.0,10238,,sports car,0,0,1,1.0,real_source
943922,26-39,male,majority,10-19y,university,upper class,0.6563457625165399,0.0,after 2015,1.0,1.0,32765,6000.0,sedan,8,0,0,0.0,real_source
510116,40-64,male,majority,0-9y,high school,middle class,0.4983566259941653,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0,real_source
487116,26-39,male,majority,10-19y,none,working class,0.5300643171181573,1.0,before 2015,0.0,0.0,10238,,sedan,1,0,2,1.0,real_source
936820,26-39,female,majority,10-19y,high school,working class,0.3578391720711443,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,1,0,0,1.0,real_source
856630,16-25,female,majority,0-9y,high school,middle class,0.4801406677163008,0.0,after 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,1.0,real_source
784462,65+,male,majority,30y+,university,upper class,,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,13,1,6,0.0,real_source
792252,40-64,female,majority,20-29y,university,upper class,0.5152467080125883,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,2,0,1,0.0,real_source
462586,26-39,male,majority,10-19y,none,working class,0.4899205986325767,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,3,0,1,0.0,real_source
577965,65+,male,majority,30y+,high school,middle class,0.4219579486132668,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,4,0,6,0.0,real_source
431538,16-25,male,majority,0-9y,high school,poverty,0.19414954837432,0.0,before 2015,1.0,0.0,10238,12000.0,sports car,0,0,0,1.0,real_source
164516,16-25,male,majority,0-9y,high school,poverty,0.300497330390378,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,real_source
479577,40-64,female,majority,20-29y,university,upper class,0.6670906918498556,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,4,0,0,0.0,real_source
395233,40-64,male,majority,0-9y,high school,upper class,0.6130724079074048,1.0,before 2015,1.0,0.0,10238,,sedan,0,0,0,1.0,real_source
221838,40-64,male,majority,10-19y,university,upper class,,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,3,0,2,0.0,real_source
938476,26-39,male,minority,10-19y,high school,middle class,0.5952817629709132,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,1,0,1,0.0,real_source
112454,26-39,male,majority,0-9y,none,poverty,0.3482357882933829,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0,real_source
2743,26-39,female,majority,10-19y,none,working class,0.3486591269429803,0.0,before 2015,1.0,0.0,21217,12000.0,sedan,0,0,0,1.0,real_source
593426,40-64,male,majority,20-29y,university,middle class,0.5717246252857962,1.0,before 2015,0.0,1.0,32765,15000.0,sedan,2,2,1,0.0,real_source
235574,65+,female,majority,30y+,university,upper class,0.6510078690171576,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,5,0,2,0.0,real_source
301242,26-39,female,majority,10-19y,university,middle class,0.4500145680826032,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0,real_source
784122,26-39,male,majority,10-19y,university,upper class,0.6364490959261638,1.0,before 2015,1.0,1.0,10238,,sedan,0,1,4,0.0,real_source
884967,65+,male,majority,30y+,university,upper class,0.4576717029360895,0.0,before 2015,1.0,1.0,10238,,sedan,4,0,8,0.0,real_source
112143,16-25,female,majority,0-9y,none,working class,0.1924274124285441,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0,real_source
601305,65+,female,majority,0-9y,university,upper class,0.647569234863379,0.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0,real_source
602274,16-25,female,majority,0-9y,high school,middle class,0.4572362634438549,1.0,after 2015,0.0,0.0,92101,10000.0,sedan,0,0,0,0.0,real_source
352099,26-39,male,majority,10-19y,none,middle class,0.5042469291759577,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,1,0.0,real_source
660400,16-25,male,majority,0-9y,high school,poverty,0.3749625006784157,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0,real_source
267614,16-25,female,majority,0-9y,university,upper class,0.6603156212983624,1.0,before 2015,0.0,1.0,10238,11000.0,sports car,0,0,0,0.0,real_source
974380,40-64,female,majority,20-29y,high school,upper class,0.4169178873741152,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,3,0,0,0.0,real_source
536135,26-39,male,majority,10-19y,high school,middle class,0.4049288507406456,1.0,before 2015,1.0,1.0,92101,11000.0,sedan,2,0,0,0.0,real_source
75569,40-64,female,majority,20-29y,high school,upper class,0.4956283926329951,0.0,after 2015,1.0,0.0,10238,11000.0,sedan,2,0,0,0.0,real_source
421596,65+,male,majority,30y+,university,upper class,0.5032225392796313,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,6,2,10,0.0,real_source
164636,26-39,female,majority,10-19y,university,upper class,0.7140339031205747,1.0,before 2015,1.0,1.0,21217,11000.0,sedan,0,0,0,1.0,real_source
405100,26-39,male,majority,10-19y,high school,working class,0.3670512395145257,0.0,before 2015,1.0,0.0,10238,14000.0,sedan,1,0,1,1.0,real_source
315223,40-64,female,majority,20-29y,high school,middle class,0.5793929043624154,1.0,before 2015,0.0,0.0,92101,13000.0,sedan,2,0,0,0.0,real_source
628723,40-64,female,majority,20-29y,high school,middle class,0.5584702236402418,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,1,0,4,0.0,real_source
416795,40-64,female,majority,20-29y,high school,middle class,0.6615841421190086,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,5,0,0,0.0,real_source
712973,16-25,female,majority,0-9y,none,poverty,0.3788290288330991,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,real_source
755061,16-25,female,minority,0-9y,high school,poverty,0.3740705590179875,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,real_source
625426,40-64,male,majority,20-29y,university,upper class,,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,3,1,2,0.0,real_source
732843,40-64,male,majority,20-29y,university,middle class,,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,2,0,5,0.0,real_source
498232,16-25,male,minority,0-9y,high school,middle class,0.4086866980912735,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,1.0,real_source
170391,65+,female,majority,20-29y,high school,upper class,0.5888021385021842,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,2,0.0,real_source
918640,40-64,male,majority,20-29y,high school,upper class,0.61502467895473,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,3,1,0,0.0,real_source
937134,65+,female,majority,30y+,high school,upper class,,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,2,0,0,0.0,real_source
273764,40-64,female,majority,20-29y,university,upper class,0.5464601140543317,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,1,0,1,0.0,real_source
344228,65+,male,majority,0-9y,university,upper class,0.737994819837278,1.0,after 2015,1.0,0.0,10238,17000.0,sedan,0,0,0,0.0,real_source
809278,40-64,female,majority,10-19y,none,working class,0.4273733642706479,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,3,0,0,0.0,real_source
68145,16-25,female,majority,0-9y,high school,poverty,0.4129918414421705,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1.0,real_source
194925,16-25,female,majority,0-9y,high school,poverty,0.2912344134674337,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0,real_source
918038,26-39,female,majority,10-19y,none,poverty,0.3436417190829057,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,1,0,1.0,real_source
653061,26-39,female,majority,0-9y,university,upper class,,0.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0,real_source
706892,40-64,female,majority,20-29y,university,upper class,0.6630513690689503,1.0,after 2015,1.0,1.0,10238,,sedan,2,0,0,0.0,real_source
761911,40-64,male,majority,0-9y,none,poverty,0.2027084379448271,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0,real_source
622930,16-25,female,majority,0-9y,high school,working class,0.4101367047885667,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0,real_source
373844,26-39,male,majority,0-9y,university,upper class,0.5073241356207076,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,0.0,real_source
368392,16-25,male,majority,0-9y,none,poverty,0.2095073883823189,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1.0,real_source
447175,16-25,female,majority,0-9y,high school,working class,0.4907240542637642,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,real_source
182095,40-64,male,majority,20-29y,university,middle class,0.5814986743175801,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,5,0,0,0.0,real_source
953021,26-39,male,majority,0-9y,university,middle class,0.4739316494372351,1.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0,real_source
617007,40-64,male,majority,10-19y,university,upper class,0.5128461364179456,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,4,0,2,0.0,real_source
560773,40-64,male,majority,10-19y,university,upper class,0.6624617559275001,1.0,after 2015,1.0,0.0,10238,13000.0,sedan,1,0,1,0.0,real_source
438008,40-64,female,majority,20-29y,high school,upper class,0.5564133152355352,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,1,0,4,0.0,real_source
212573,16-25,female,minority,0-9y,high school,poverty,0.2673466585061873,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0,real_source
492516,65+,female,majority,30y+,university,upper class,0.8094112590513309,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,5,0,4,0.0,real_source
538225,16-25,female,majority,0-9y,none,poverty,0.3679435479917757,0.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0,real_source
325516,65+,female,majority,0-9y,none,middle class,0.5342877060116482,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0,real_source
107029,40-64,male,majority,20-29y,university,upper class,0.8032523419405172,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,2,0,3,0.0,real_source
304803,26-39,female,majority,0-9y,high school,middle class,,1.0,before 2015,1.0,1.0,32765,8000.0,sports car,0,0,0,0.0,real_source
124204,16-25,female,majority,0-9y,none,poverty,0.186185114720855,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,real_source
903407,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,0.0,real_source
968669,65+,female,majority,30y+,university,upper class,0.4836380123288594,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,1,2,0.0,real_source
993267,26-39,female,majority,10-19y,high school,poverty,0.3858741008429725,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,1,0,0.0,real_source
423938,65+,male,majority,30y+,high school,upper class,0.6343725020457226,1.0,after 2015,1.0,0.0,32765,11000.0,sedan,11,1,5,0.0,real_source
125168,16-25,male,majority,0-9y,high school,working class,0.3621741186724681,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,real_source
