ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,DATA_ORIGIN
2000051,26-39,male,majority,10-19y,university,upper class,0.6794367277453127,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,5,1,2,0.0,additional_training_bootstrap_from_real_train
2000052,26-39,female,majority,10-19y,high school,middle class,0.4056368272230281,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2000053,65+,male,majority,10-19y,university,upper class,,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2000054,16-25,male,majority,0-9y,high school,poverty,0.3189052382411765,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000055,40-64,male,majority,20-29y,university,upper class,0.5837447823245655,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,7,3,1,0.0,additional_training_bootstrap_from_real_train
2000056,26-39,female,majority,0-9y,university,upper class,0.7943143735731404,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000057,40-64,female,majority,20-29y,high school,upper class,0.8336684211611398,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2000058,40-64,female,minority,0-9y,none,poverty,0.3827473465971639,0.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000059,26-39,female,majority,10-19y,high school,upper class,0.7562320518124087,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2000060,40-64,female,majority,0-9y,high school,upper class,0.6734074069818765,1.0,before 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000061,40-64,male,majority,20-29y,high school,upper class,0.6271623552865446,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,5,1,1,0.0,additional_training_bootstrap_from_real_train
2000062,40-64,female,majority,20-29y,high school,upper class,0.523731888374134,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,5,0,1,0.0,additional_training_bootstrap_from_real_train
2000063,65+,male,majority,0-9y,university,upper class,0.8000044065279952,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000064,16-25,female,majority,0-9y,none,poverty,0.3615365302867908,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000065,16-25,male,majority,0-9y,none,poverty,0.2744219686884673,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000066,40-64,male,minority,10-19y,high school,upper class,0.6820575427391677,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,1,0.0,additional_training_bootstrap_from_real_train
2000067,16-25,male,majority,0-9y,high school,poverty,0.370017847681722,0.0,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000068,26-39,male,majority,10-19y,university,working class,0.5501250875743224,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,1,0,0.0,additional_training_bootstrap_from_real_train
2000069,16-25,female,majority,0-9y,high school,middle class,0.4578330530113018,1.0,after 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000070,16-25,female,majority,0-9y,none,poverty,0.4758086378895234,1.0,before 2015,0.0,0.0,10238,14000.0,sports car,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000071,16-25,male,majority,0-9y,university,middle class,0.60882895731083,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000072,65+,female,majority,30y+,high school,middle class,0.5118266870864377,1.0,after 2015,1.0,0.0,10238,16000.0,sedan,0,0,1,0.0,additional_training_bootstrap_from_real_train
2000073,26-39,male,majority,10-19y,university,upper class,0.4203287516078414,0.0,before 2015,1.0,1.0,10238,6000.0,sedan,2,0,3,0.0,additional_training_bootstrap_from_real_train
2000074,16-25,male,majority,0-9y,none,poverty,,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000075,16-25,male,majority,0-9y,high school,poverty,0.2795792338887905,1.0,before 2015,0.0,1.0,32765,7000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000076,16-25,female,majority,0-9y,high school,working class,0.4315947194318469,0.0,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000077,16-25,female,majority,0-9y,high school,middle class,0.5884170099732666,1.0,after 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000078,40-64,male,majority,20-29y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,6000.0,sedan,6,0,5,0.0,additional_training_bootstrap_from_real_train
2000079,65+,male,majority,20-29y,university,upper class,0.6032711170547711,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,8,3,0,0.0,additional_training_bootstrap_from_real_train
2000080,26-39,male,minority,10-19y,none,working class,0.4201405305138809,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,2,1.0,additional_training_bootstrap_from_real_train
2000081,26-39,male,majority,0-9y,none,poverty,0.3026918294911012,1.0,before 2015,1.0,1.0,32765,,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000082,26-39,male,majority,10-19y,university,middle class,0.6063519327200592,0.0,after 2015,0.0,0.0,10238,14000.0,sedan,1,0,2,0.0,additional_training_bootstrap_from_real_train
2000083,26-39,female,majority,0-9y,university,upper class,,0.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000084,40-64,male,majority,10-19y,university,middle class,0.516384473351425,1.0,before 2015,0.0,1.0,32765,,sedan,4,0,0,0.0,additional_training_bootstrap_from_real_train
2000085,65+,female,majority,30y+,high school,upper class,0.4772941489448981,1.0,after 2015,1.0,1.0,32765,6000.0,sedan,5,0,1,0.0,additional_training_bootstrap_from_real_train
2000086,65+,female,majority,30y+,high school,upper class,0.6542716199084817,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2000087,65+,male,majority,30y+,university,upper class,0.6720439176179812,1.0,after 2015,1.0,1.0,10238,,sports car,5,0,7,0.0,additional_training_bootstrap_from_real_train
2000088,16-25,male,majority,0-9y,university,working class,0.5219565746594471,1.0,after 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000089,40-64,female,majority,20-29y,high school,middle class,0.6347359863750631,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,5,1,4,0.0,additional_training_bootstrap_from_real_train
2000090,65+,female,majority,30y+,university,upper class,0.5636668854459116,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,3,0,0,0.0,additional_training_bootstrap_from_real_train
2000091,16-25,male,minority,0-9y,high school,working class,0.355992241229828,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000092,40-64,male,majority,20-29y,university,upper class,0.7326876616299971,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,8,1,2,0.0,additional_training_bootstrap_from_real_train
2000093,26-39,male,majority,10-19y,high school,working class,0.5002226512120536,0.0,before 2015,1.0,1.0,32765,9000.0,sedan,3,0,0,1.0,additional_training_bootstrap_from_real_train
2000094,40-64,female,majority,0-9y,none,middle class,0.4901743887596553,0.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000095,65+,male,majority,30y+,high school,upper class,0.5118001651135141,1.0,after 2015,1.0,1.0,10238,,sedan,3,0,6,0.0,additional_training_bootstrap_from_real_train
2000096,40-64,male,majority,10-19y,university,working class,0.3292438617147633,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2000097,40-64,male,majority,0-9y,university,upper class,0.5577143114134616,1.0,after 2015,1.0,0.0,10238,14000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000098,40-64,female,minority,10-19y,none,middle class,0.547224530238038,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,4,1,2,0.0,additional_training_bootstrap_from_real_train
2000099,65+,female,majority,30y+,university,upper class,0.6337566630002706,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,6,0.0,additional_training_bootstrap_from_real_train
2000100,40-64,female,majority,20-29y,university,upper class,,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2000101,26-39,female,majority,10-19y,university,upper class,0.4878230368490386,1.0,before 2015,1.0,1.0,32765,,sedan,4,2,0,0.0,additional_training_bootstrap_from_real_train
2000102,40-64,male,majority,20-29y,university,upper class,0.7106302968316526,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,5,1,3,0.0,additional_training_bootstrap_from_real_train
2000103,26-39,female,minority,10-19y,none,poverty,0.3135714708801836,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,2,0.0,additional_training_bootstrap_from_real_train
2000104,40-64,female,majority,20-29y,high school,upper class,0.6827824260671296,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,0,0,0.0,additional_training_bootstrap_from_real_train
2000105,40-64,male,majority,20-29y,high school,upper class,0.7612274339265259,1.0,after 2015,0.0,1.0,32765,12000.0,sedan,10,0,2,0.0,additional_training_bootstrap_from_real_train
2000106,26-39,male,majority,0-9y,none,poverty,0.3086490182004943,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000107,26-39,male,majority,10-19y,none,poverty,0.1942253046228653,1.0,before 2015,1.0,0.0,32765,,sedan,5,0,1,0.0,additional_training_bootstrap_from_real_train
2000108,65+,male,majority,10-19y,university,upper class,0.674130280008358,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,4,0.0,additional_training_bootstrap_from_real_train
2000109,16-25,male,majority,0-9y,university,middle class,0.4965338738721264,1.0,before 2015,1.0,1.0,10238,6000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000110,16-25,male,majority,0-9y,high school,poverty,0.2511179744609818,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000111,40-64,male,majority,20-29y,none,poverty,0.4754131702415028,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,9,2,1,0.0,additional_training_bootstrap_from_real_train
2000112,65+,female,majority,0-9y,high school,upper class,0.5585067510751159,1.0,after 2015,0.0,1.0,10238,,sports car,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000113,16-25,female,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000114,26-39,male,majority,10-19y,high school,middle class,0.5144605261762479,1.0,before 2015,1.0,1.0,10238,13000.0,sports car,0,1,0,0.0,additional_training_bootstrap_from_real_train
2000115,65+,male,majority,0-9y,none,middle class,0.658222371703196,0.0,before 2015,1.0,1.0,32765,,sports car,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000116,40-64,female,majority,20-29y,high school,middle class,0.4901700630176185,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,1,2,7,0.0,additional_training_bootstrap_from_real_train
2000117,40-64,male,majority,20-29y,university,upper class,0.4829458100969476,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,2,1,1,0.0,additional_training_bootstrap_from_real_train
2000118,26-39,female,majority,10-19y,high school,middle class,0.499490214856176,0.0,before 2015,0.0,0.0,32765,14000.0,sedan,2,1,0,1.0,additional_training_bootstrap_from_real_train
2000119,26-39,female,minority,0-9y,none,working class,0.3036760657982809,1.0,before 2015,0.0,1.0,32765,6000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000120,26-39,male,majority,0-9y,high school,working class,0.2833602432791338,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000121,26-39,male,majority,0-9y,university,upper class,0.6214641469256716,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000122,16-25,female,majority,0-9y,none,poverty,0.3959623593743085,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000123,40-64,female,majority,20-29y,high school,working class,0.4945190973664008,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2000124,26-39,female,majority,10-19y,high school,working class,0.4755018969121138,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2000125,26-39,female,majority,0-9y,none,working class,0.3692930793988261,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000126,40-64,male,majority,20-29y,university,upper class,0.577587829547039,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,4,0.0,additional_training_bootstrap_from_real_train
2000127,26-39,female,majority,10-19y,high school,working class,0.4381134264030172,0.0,before 2015,0.0,1.0,92101,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000128,40-64,female,majority,20-29y,high school,middle class,,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2000129,16-25,female,majority,0-9y,none,poverty,0.4367595647248347,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000130,26-39,female,majority,10-19y,none,working class,0.3350076408868216,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2000131,40-64,male,majority,20-29y,university,upper class,0.6365452038481185,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2000132,40-64,female,majority,10-19y,university,upper class,0.6911864135719332,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2000133,16-25,female,majority,0-9y,high school,poverty,0.448643577209834,0.0,after 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000134,16-25,male,majority,0-9y,none,working class,,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000135,26-39,male,minority,0-9y,university,working class,0.3492317463026974,1.0,before 2015,0.0,1.0,32765,16000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000136,16-25,female,minority,0-9y,high school,poverty,0.3271557503951095,1.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000137,16-25,male,majority,0-9y,university,upper class,0.636925632976282,1.0,after 2015,1.0,1.0,92101,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000138,65+,female,majority,0-9y,high school,upper class,0.6745078429339224,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000139,26-39,female,majority,0-9y,university,upper class,0.6026477596586622,1.0,before 2015,1.0,0.0,32765,11000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000140,26-39,male,majority,10-19y,high school,middle class,0.466890958934644,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2000141,26-39,male,majority,10-19y,university,middle class,0.6830355617513156,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,3,0,1,0.0,additional_training_bootstrap_from_real_train
2000142,26-39,female,majority,10-19y,university,upper class,0.6945963049143813,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,1,0,0.0,additional_training_bootstrap_from_real_train
2000143,26-39,female,majority,10-19y,university,upper class,0.8110580664014475,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,0,0,0.0,additional_training_bootstrap_from_real_train
2000144,40-64,male,majority,20-29y,university,upper class,0.4730207468491802,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,3,0,3,0.0,additional_training_bootstrap_from_real_train
2000145,16-25,female,majority,0-9y,university,working class,0.4924001507592951,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000146,40-64,male,majority,20-29y,university,middle class,0.4731435806442583,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,3,0,6,0.0,additional_training_bootstrap_from_real_train
2000147,26-39,male,majority,10-19y,university,upper class,0.4886390921860349,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,0,1,3,0.0,additional_training_bootstrap_from_real_train
2000148,65+,male,majority,30y+,none,middle class,0.344957864738121,1.0,before 2015,0.0,1.0,32765,15000.0,sedan,7,0,0,0.0,additional_training_bootstrap_from_real_train
2000149,40-64,female,minority,20-29y,high school,working class,0.436520236197445,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,3,0,2,0.0,additional_training_bootstrap_from_real_train
2000150,65+,male,majority,30y+,high school,upper class,0.5883466524610836,0.0,before 2015,1.0,1.0,32765,10000.0,sedan,12,2,5,0.0,additional_training_bootstrap_from_real_train
2000151,65+,male,majority,10-19y,university,upper class,0.6249463939906088,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,1,0.0,additional_training_bootstrap_from_real_train
2000152,26-39,female,majority,0-9y,high school,working class,0.4786910984227911,1.0,before 2015,1.0,0.0,10238,16000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000153,40-64,female,majority,10-19y,university,upper class,0.6291183686908367,1.0,after 2015,0.0,1.0,32765,15000.0,sports car,0,0,0,1.0,additional_training_bootstrap_from_real_train
2000154,26-39,female,majority,10-19y,university,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,4,0,0,0.0,additional_training_bootstrap_from_real_train
